clade_or_herv,elements_within_herv_or_clade
Clade_266,LTR13-8_HERVK13-9_int-2121_HERVK11-44_MER11C-18_HERVL32-6_LTR32-4_ERVL47-6_LTR47A2-2_HERVI-13_LTR10D-5_HUERS-49_P3-48_LTR9C-6_P3b-1_LTR9B-1_HERV1-28_LTRc-8_I-49_HERV3-42_LTR61-11_PRIMA41-40_PRIMA4-22_LTR-9_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-25_LTR6B-10_HERVFH19-13_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-21_LTR21A-8_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_LTR53-3_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_LTR76-10_HERVL18-36_LTR18A-23_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-451_MLT2A2-143_LTR30-14_HERV4-35_LTR27E-8_MER52-53_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_LTR9D-3_LTR9-4_LTR9A1-10_LTR25-2_MER66A-1_MER66-10_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_PABL-34_B-34_LTR6A-15_LTR4-11_LTRe-5_LTR15-12_HERV15-14_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_Harlequin-3_MER57C1-1_LTR39-2_HERVIP10F-42_LTR10A-18_MER50-13_MER83A-1_HERVIP10B3-33_LTR10B1-10_LTR10G-10_LTR10B2-7_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_MER11A-13_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-11_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3
Clade_267,LTR13-1_HERVK13-1_int-25_HERVK11-4_MER11C-4_HERVL32-1_LTR32-1_ERVL47-2_LTR47A2-2_HERVI-2_LTR10D-2_HUERS-7_P3-6_LTR9C-4_P3b-1_LTR9B-1_HERV1-2_LTRc-1_I-1_HERV3-7_LTR61-6
Clade_268,LTR13-1_HERVK13-1_int-10_HERVK11-4_MER11C-4_HERVL32-1_LTR32-1_ERVL47-2_LTR47A2-2_HERVI-2_LTR10D-2
Clade_269,LTR13-1_HERVK13-1_int-8_HERVK11-4_MER11C-4_HERVL32-1_LTR32-1_ERVL47-2_LTR47A2-2
Clade_270,LTR13-1_HERVK13-1_int-5_HERVK11-4_MER11C-4
ERV_4069850,ERV_4069850_LTR13_HERVK13_int
Clade_271,HERVK11-4_int-4_MER11C-4
ERV_2948050,ERV_2948050_HERVK11_int_MER11C
Clade_272,HERVK11-3_int-3_MER11C-3
ERV_3922760,ERV_3922760_HERVK11_int_MER11C
Clade_273,HERVK11-2_int-2_MER11C-2
ERV_3798841,ERV_3798841_HERVK11_int_MER11C
ERV_3926093,ERV_3926093_HERVK11_int_MER11C
Clade_274,HERVL32-1_int-3_LTR32-1_ERVL47-2_LTR47A2-2
ERV_2062422,ERV_2062422_HERVL32_int_LTR32
Clade_275,ERVL47-2_int-2_LTR47A2-2
ERV_3439800,ERV_3439800_ERVL47_int_LTR47A2
ERV_1019087,ERV_1019087_ERVL47_int_LTR47A2
Clade_276,HERVI-2_int-2_LTR10D-2
ERV_3382531,ERV_3382531_HERVI_int_LTR10D
ERV_3673342,ERV_3673342_HERVI_int_LTR10D
Clade_277,HUERS-7_P3-6_int-15_LTR9C-4_P3b-1_LTR9B-1_HERV1-2_LTRc-1_I-1_HERV3-7_LTR61-6
ERV_3037876,ERV_3037876_HUERS_P3_int
Clade_278,HUERS-6_P3-5_int-14_LTR9C-4_P3b-1_LTR9B-1_HERV1-2_LTRc-1_I-1_HERV3-7_LTR61-6
Clade_279,HUERS-6_P3-5_int-6_LTR9C-4_P3b-1_LTR9B-1
ERV_1855497,ERV_1855497_HUERS_P3_int_LTR9C
Clade_280,HUERS-5_P3-4_int-5_LTR9C-3_P3b-1_LTR9B-1
ERV_1836933,ERV_1836933_HUERS_P3_int_LTR9C
Clade_281,HUERS-4_P3b-1_int-4_LTR9B-1_P3-3_LTR9C-2
ERV_2639446,ERV_2639446_HUERS_P3b_int_LTR9B
Clade_282,HUERS-3_P3-3_int-3_LTR9C-2
ERV_4243991,ERV_4243991_HUERS_P3_int
Clade_283,HUERS-2_P3-2_int-2_LTR9C-2
ERV_3333563,ERV_3333563_HUERS_P3_int_LTR9C
ERV_2984270,ERV_2984270_HUERS_P3_int_LTR9C
Clade_284,HERV1-2_LTRc-1_I-1_int-8_HERV3-7_LTR61-6
ERV_3012050,ERV_3012050_HERV1_LTRc_HERV1_I_int
Clade_285,HERV3-7_int-7_LTR61-6
Clade_286,HERV3-5_int-5_LTR61-4
ERV_4192981,ERV_4192981_HERV3_int_LTR61
Clade_287,HERV3-4_int-4_LTR61-3
ERV_1131539,ERV_1131539_HERV3_int_LTR61
Clade_288,HERV3-3_int-3_LTR61-2
ERV_1822894,ERV_1822894_HERV3_int_LTR61
Clade_289,HERV3-2_int-2_LTR61-1
ERV_3461428,ERV_3461428_HERV3_int
ERV_3363586,ERV_3363586_HERV3_int_LTR61
Clade_290,HERV3-2_int-2_LTR61-2
ERV_1875581,ERV_1875581_HERV3_int_LTR61
ERV_1060650,ERV_1060650_HERV3_int_LTR61
Clade_291,PRIMA41-40_int-2096_PRIMA4-22_LTR-9_HERVK22-100_MER57A-16_HERVK9-168_MER9a3-83_LTR13-7_HERVK13-8_MER57D-1_ERV24B-17_Prim-39_LTR24B-9_LTR14-6_HERVKC4-8_HERVK-61_ERV24-22_HERVS71-25_LTR6B-10_HERVFH19-13_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-21_LTR21A-8_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-12_HERVK14C-12_HERVL32-5_LTR32-3_LTR53-3_ERVL47-4_LTR47B4-1_LTR47B3-2_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_HERV3-35_LTR76-10_HERVL18-36_LTR18A-23_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-23_LTR12B-4_HERVL-451_MLT2A2-143_LTR30-14_HERV4-35_I-48_LTR27E-8_MER52-53_LTR27D-9_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-42_P3-42_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-2_MER66A-1_MER66-10_MER51E-6_MER51A-16_ERVL-47_E-5_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_PABL-34_B-34_LTR6A-15_LTR4-11_LTR61-5_HERV1-26_LTRe-5_LTR15-12_HERV15-14_LTRc-7_LTRa-2_B4-34_MER70B-1_HERVE-108_a-30_LTR2C-36_Harlequin-3_MER57C1-1_LTR39-2_HERVIP10F-42_LTR10A-18_MER50-13_MER83A-1_HERVIP10B3-33_LTR10B1-10_LTR10G-10_LTR10B2-7_HERVI-11_LTR10D-3_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-4_LTR22-9_LTR5-26_Hs-26_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1_LTR22C2-2_LTR22C0-17_LTR22E-17_LTR22B1-17_LTR22A-17_LTR22B-4_ERV3-2_16A3-2_MER34D-1_MER34-1_HERVK14-32_LTR14B-16_LTR14A-13_HERVK11-40_MER11A-13_MER11C-14_MER11B-17_LTR5B-17_LTR5A-12_LTR45C-1_MER9B-5_MER9a2-41_MER9a1-29_LTR10B-3_LTR71A-14_HERVP71A-22_LTR71B-7_MLT2D-4_MLT2B4-6_MLT2A1-283_MLT2B2-2_MLT2B1-13_MLT2B3-1_MLT2C1-2_LOR1a-2_LTR3B-28_HERVK3-60_LTR3-11_LTR3A-20_LTRb-1_LTR66-1_HERVL66-1_LTR16-1_MER66D-3
Clade_292,PRIMA41-38_int-1044_PRIMA4-12_LTR-5_HERVK22-8_MER57A-15_HERVK9-1_MER9a3-1_LTR13-4_HERVK13-5_MER57D-1_ERV24B-17_Prim-38_LTR24B-9_LTR14-1_HERVKC4-1_HERVK-4_ERV24-21_HERVS71-24_LTR6B-10_HERVFH19-12_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-21_LTR21A-8_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-10_LTR14C-1_HERVK14C-1_HERVL32-5_LTR32-3_LTR53-1_ERVL47-3_LTR47B4-1_LTR47B3-1_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_HERV3-35_LTR76-10_HERVL18-36_LTR18A-23_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-16_LTR12B-4_HERVL-1_MLT2A2-1_LTR30-14_HERV4-29_I-38_LTR27E-8_MER52-52_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-42_P3-42_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-2_MER66A-1_MER66-7_MER51E-4_MER51A-12_ERVL-3_E-2_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_PABL-33_B-33_LTR6A-14_LTR4-11_LTR61-5_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_LTRa-2_B4-1_MER70B-1_HERVE-108_a-30_LTR2C-36_Harlequin-2_MER57C1-1_LTR39-2_HERVIP10F-30_LTR10A-14_MER50-9_MER83A-1_HERVIP10B3-17_LTR10B1-4_LTR10G-8_LTR10B2-2_HERVI-9_LTR10D-3_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_MER101-1_LOR1-1_LTR22-4_LTR5-1_Hs-1_MER110-1_HERVK11D-10_MER11D-10_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1
Clade_293,PRIMA41-2_int-19_PRIMA4-2_LTR-1_HERVK22-1_MER57A-2_HERVK9-1_MER9a3-1_LTR13-4_HERVK13-5_MER57D-1_ERV24B-3_Prim-3_LTR24B-1_LTR14-1_HERVKC4-1_HERVK-3
Clade_294,PRIMA41-2_int-14_PRIMA4-2_LTR-1_HERVK22-1_MER57A-2_HERVK9-1_MER9a3-1_LTR13-4_HERVK13-5_MER57D-1_ERV24B-2_Prim-2
Clade_295,PRIMA41-2_int-11_PRIMA4-2_LTR-1_HERVK22-1_MER57A-1_HERVK9-1_MER9a3-1_LTR13-4_HERVK13-5
ERV_2186783,ERV_2186783_PRIMA41_int
Clade_296,PRIMA4-2_int-10_LTR-1_HERVK22-1_PRIMA41-1_MER57A-1_HERVK9-1_MER9a3-1_LTR13-4_HERVK13-5
Clade_297,PRIMA4-2_int-2_LTR-1_HERVK22-1
ERV_4264428,ERV_4264428_PRIMA4_int_PRIMA4_LTR
ERV_3818662,ERV_3818662_HERVK22_int
Clade_298,PRIMA41-1_int-8_MER57A-1_HERVK9-1_MER9a3-1_LTR13-4_HERVK13-5
ERV_2786571,ERV_2786571_PRIMA41_int
Clade_299,MER57A-1_int-7_HERVK9-1_MER9a3-1_LTR13-4_HERVK13-5
ERV_4160381,ERV_4160381_MER57A_int
Clade_300,HERVK9-1_int-6_MER9a3-1_LTR13-4_HERVK13-5
ERV_1807044,ERV_1807044_HERVK9_int_MER9a3
Clade_301,LTR13-4_HERVK13-5_int-5
ERV_1658025,ERV_1658025_LTR13_HERVK13_int
Clade_302,LTR13-3_HERVK13-4_int-4
ERV_1658029,ERV_1658029_LTR13_HERVK13_int
Clade_303,HERVK13-3_int-3_LTR13-2
ERV_3919375,ERV_3919375_HERVK13_int
Clade_304,LTR13-2_HERVK13-2_int-2
ERV_1481301,ERV_1481301_LTR13_HERVK13_int
ERV_1880705,ERV_1880705_LTR13_HERVK13_int
Clade_305,MER57D-1_MER57A-1_int-3_ERV24B-2_Prim-2
ERV_3980011,ERV_3980011_MER57D_MER57A_int
Clade_306,ERV24B-2_Prim-2_int-2
ERV_2681710,ERV_2681710_ERV24B_Prim_int
ERV_3715023,ERV_3715023_ERV24B_Prim_int
Clade_307,LTR24B-1_ERV24B-1_Prim-1_int-5_LTR14-1_HERVKC4-1_HERVK-3
ERV_2526517,ERV_2526517_LTR24B_ERV24B_Prim_int
Clade_308,LTR14-1_HERVKC4-1_int-4_HERVK-3
ERV_3383914,ERV_3383914_LTR14_HERVKC4_int
Clade_309,HERVK-3_int-3
ERV_1322425,ERV_1322425_HERVK_int
Clade_310,HERVK-2_int-2
ERV_4445983,ERV_4445983_HERVK_int
ERV_4432583,ERV_4432583_HERVK_int
Clade_311,ERV24-21_Prim-35_int-1025_HERVS71-24_LTR6B-10_HERVFH19-12_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-21_LTR21A-8_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-10_HERVK22-7_LTR14C-1_HERVK14C-1_HERVL32-5_LTR32-3_LTR53-1_ERVL47-3_LTR47B4-1_LTR47B3-1_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_HERV3-35_LTR76-10_HERVL18-36_LTR18A-23_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-16_LTR12B-4_HERVL-1_MLT2A2-1_LTR30-14_HERV4-29_I-38_MER57A-13_LTR27E-8_MER52-52_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-42_P3-42_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-2_MER66A-1_MER66-7_MER51E-4_MER51A-12_PRIMA41-36_ERVL-3_E-2_LTR41-1_MER41E-1_MER41C-18_MER66C-1_MER41D-2_PABL-33_B-33_LTR6A-14_LTR4-11_LTR61-5_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_LTRa-2_B4-1_MER70B-1_HERVE-108_a-30_LTR2C-36_Harlequin-2_MER57C1-1_LTR39-2_HERVIP10F-30_LTR10A-14_MER50-9_MER83A-1_PRIMA4-10_ERV24B-14_HERVIP10B3-17_LTR10B1-4_LTR10G-8_LTR10B2-2_HERVI-9_LTR10D-3_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_LTR-4_MER101-1_LOR1-1_LTR22-4_LTR5-1_Hs-1_HERVK-1_MER110-1_HERVK11D-10_MER11D-10_LTR24B-8_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1
Clade_312,ERV24-21_Prim-35_int-1017_HERVS71-24_LTR6B-10_HERVFH19-12_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-21_LTR21A-8_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-10_HERVK22-7_LTR14C-1_HERVK14C-1_HERVL32-5_LTR32-3_LTR53-1_ERVL47-3_LTR47B4-1_LTR47B3-1_LTR47B2-1_LTR57-16_MER70-2_MER70C-1_HERV3-35_LTR76-10_HERVL18-36_LTR18A-23_LTR18C-8_LTR18B-5_LTR17-104_HERV17-116_LTR12-35_HERV9N-36_HERV9-91_LTR12F-34_LTR12C-41_HERV9NC-85_HERV30-18_LTR12D-21_-16_LTR12B-4_HERVL-1_MLT2A2-1_LTR30-14_HERV4-28_I-37_MER57A-13_LTR27E-8_MER52-52_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-42_P3-42_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-2_MER66A-1_MER66-7_MER51E-4_MER51A-12_PRIMA41-30_ERVL-3_E-2_LTR41-1_MER41E-1_MER41C-17_MER66C-1_MER41D-1_PABL-32_B-32_LTR6A-14_LTR4-11_LTR61-5_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_LTRa-2_B4-1_MER70B-1_HERVE-108_a-30_LTR2C-36_Harlequin-2_MER57C1-1_LTR39-2_HERVIP10F-30_LTR10A-14_MER50-9_MER83A-1_PRIMA4-10_ERV24B-14_HERVIP10B3-17_LTR10B1-4_LTR10G-8_LTR10B2-2_HERVI-9_LTR10D-3_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_LTR-4_MER101-1_LOR1-1_LTR22-4_LTR5-1_Hs-1_HERVK-1_MER110-1_HERVK11D-10_MER11D-10_LTR24B-8_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1
Clade_313,ERV24-1_Prim-1_int-136_HERVS71-1_LTR6B-1_HERVFH19-11_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-16_LTR21A-4_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-7_HERVK22-2_LTR14C-1_HERVK14C-1_HERVL32-2_LTR32-2_LTR53-1_ERVL47-3_LTR47B4-1_LTR47B3-1_LTR47B2-1_LTR57-16_MER70-1_MER70C-1_HERV3-1_LTR76-1_HERVL18-36_LTR18A-23_LTR18C-8_LTR18B-5
Clade_314,ERV24-1_Prim-1_int-83_HERVS71-1_LTR6B-1_HERVFH19-11_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-16_LTR21A-4_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-7_HERVK22-2
ERV_1026410,ERV_1026410_ERV24_Prim_int
Clade_315,HERVS71-1_int-82_LTR6B-1_HERVFH19-11_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-16_LTR21A-4_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29_MER84-7_HERVK22-2
Clade_316,HERVS71-1_int-75_LTR6B-1_HERVFH19-11_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5_HERVFH21-16_LTR21A-4_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29
Clade_317,HERVS71-1_int-29_LTR6B-1_HERVFH19-11_LTR19B-1_LTR46-22_LTR7C-5_HERVH-5
Clade_318,HERVS71-1_int-24_LTR6B-1_HERVFH19-11_LTR19B-1_LTR46-22
ERV_1886675,ERV_1886675_HERVS71_int_LTR6B
Clade_319,HERVFH19-11_int-23_LTR19B-1_LTR46-22
Clade_320,HERVFH19-11_int-11_LTR19B-1
Clade_321,HERVFH19-9_int-9_LTR19B-1
ERV_4354329,ERV_4354329_HERVFH19_int_LTR19B
Clade_322,HERVFH19-8_int-8
Clade_323,HERVFH19-4_int-4
Clade_324,HERVFH19-2_int-2
ERV_1942086,ERV_1942086_HERVFH19_int
ERV_3135262,ERV_3135262_HERVFH19_int
Clade_325,HERVFH19-2_int-2
ERV_3272186,ERV_3272186_HERVFH19_int
ERV_3774733,ERV_3774733_HERVFH19_int
Clade_326,HERVFH19-4_int-4
ERV_2858207,ERV_2858207_HERVFH19_int
Clade_327,HERVFH19-3_int-3
ERV_1475731,ERV_1475731_HERVFH19_int
Clade_328,HERVFH19-2_int-2
ERV_1062817,ERV_1062817_HERVFH19_int
ERV_2258756,ERV_2258756_HERVFH19_int
Clade_329,HERVFH19-2_int-2
ERV_4257019,ERV_4257019_HERVFH19_int
ERV_4235959,ERV_4235959_HERVFH19_int
Clade_330,LTR46-22_int-12
ERV_1858920,ERV_1858920_LTR46_int
Clade_331,LTR46-21_int-11
ERV_4361536,ERV_4361536_LTR46_int
Clade_332,LTR46-20_int-10
ERV_3633501,ERV_3633501_LTR46_int_LTR46
Clade_333,LTR46-18_int-9
Clade_334,LTR46-12_int-6
ERV_3289504,ERV_3289504_LTR46_int_LTR46
Clade_335,LTR46-10_int-5
ERV_4368328,ERV_4368328_LTR46_int_LTR46
Clade_336,LTR46-8_int-4
ERV_4405603,ERV_4405603_LTR46_int_LTR46
Clade_337,LTR46-6_int-3
ERV_4312258,ERV_4312258_LTR46_int_LTR46
Clade_338,LTR46-4_int-2
ERV_4312419,ERV_4312419_LTR46_int_LTR46
ERV_4406757,ERV_4406757_LTR46_int_LTR46
Clade_339,LTR46-6_int-3
ERV_4006973,ERV_4006973_LTR46_int_LTR46
Clade_340,LTR46-4_int-2
ERV_4436683,ERV_4436683_LTR46_int_LTR46
ERV_4374991,ERV_4374991_LTR46_int_LTR46
Clade_341,LTR7C-5_HERVH-5_int-5
ERV_4070905,ERV_4070905_LTR7C_HERVH_int
Clade_342,LTR7C-4_HERVH-4_int-4
ERV_1869360,ERV_1869360_LTR7C_HERVH_int
Clade_343,LTR7C-3_HERVH-3_int-3
ERV_3976184,ERV_3976184_LTR7C_HERVH_int
Clade_344,LTR7C-2_HERVH-2_int-2
ERV_3353914,ERV_3353914_LTR7C_HERVH_int
ERV_4028932,ERV_4028932_LTR7C_HERVH_int
Clade_345,HERVFH21-16_int-46_LTR21A-4_LTR21B-6_LTR21C-3_HERVH48-30_MER48-29
Clade_346,HERVFH21-16_int-16_LTR21A-4_LTR21B-6_LTR21C-3
Clade_347,HERVFH21-3_int-3_LTR21A-2
ERV_2751188,ERV_2751188_HERVFH21_int
Clade_348,HERVFH21-2_int-2_LTR21A-2
ERV_3947548,ERV_3947548_HERVFH21_int_LTR21A
ERV_1096240,ERV_1096240_HERVFH21_int_LTR21A
Clade_349,HERVFH21-13_int-13_LTR21A-2_LTR21B-6_LTR21C-3
ERV_4443150,ERV_4443150_HERVFH21_int_LTR21A
Clade_350,HERVFH21-12_int-12_LTR21A-1_LTR21B-6_LTR21C-3
ERV_1820922,ERV_1820922_HERVFH21_int_LTR21A
Clade_351,HERVFH21-11_int-11_LTR21B-6_LTR21C-3
Clade_352,HERVFH21-8_int-8_LTR21B-5_LTR21C-1
Clade_353,HERVFH21-4_int-4_LTR21B-1_LTR21C-1
ERV_2622212,ERV_2622212_HERVFH21_int_LTR21B
Clade_354,HERVFH21-3_int-3_LTR21C-1
ERV_2764221,ERV_2764221_HERVFH21_int
Clade_355,HERVFH21-2_int-2_LTR21C-1
ERV_3421671,ERV_3421671_HERVFH21_int_LTR21C
ERV_3323328,ERV_3323328_HERVFH21_int
Clade_356,HERVFH21-4_int-4_LTR21B-4
ERV_1112163,ERV_1112163_HERVFH21_int_LTR21B
Clade_357,HERVFH21-3_int-3_LTR21B-3
ERV_3609081,ERV_3609081_HERVFH21_int_LTR21B
Clade_358,HERVFH21-2_int-2_LTR21B-2
ERV_1882225,ERV_1882225_HERVFH21_int_LTR21B
ERV_4440468,ERV_4440468_HERVFH21_int_LTR21B
Clade_359,HERVFH21-3_int-3_LTR21B-1_LTR21C-2
ERV_3300263,ERV_3300263_HERVFH21_int_LTR21B
Clade_360,HERVFH21-2_int-2_LTR21C-2
ERV_3075910,ERV_3075910_HERVFH21_int_LTR21C
ERV_4250428,ERV_4250428_HERVFH21_int_LTR21C
Clade_361,HERVH48-30_int-30_MER48-29
ERV_2639929,ERV_2639929_HERVH48_int_MER48
Clade_362,HERVH48-29_int-29_MER48-28
Clade_363,HERVH48-9_int-9_MER48-8
Clade_364,HERVH48-4_int-4_MER48-4
Clade_365,HERVH48-2_int-2_MER48-2
ERV_1510430,ERV_1510430_HERVH48_int_MER48
ERV_2388841,ERV_2388841_HERVH48_int_MER48
Clade_366,HERVH48-2_int-2_MER48-2
ERV_3847207,ERV_3847207_HERVH48_int_MER48
ERV_1823541,ERV_1823541_HERVH48_int_MER48
Clade_367,HERVH48-5_int-5_MER48-4
Clade_368,HERVH48-3_int-3_MER48-2
ERV_4365042,ERV_4365042_HERVH48_int_MER48
Clade_369,HERVH48-2_int-2_MER48-1
ERV_2639932,ERV_2639932_HERVH48_int
ERV_1765730,ERV_1765730_HERVH48_int_MER48
Clade_370,HERVH48-2_int-2_MER48-2
ERV_3539250,ERV_3539250_HERVH48_int_MER48
ERV_3673259,ERV_3673259_HERVH48_int_MER48
Clade_371,HERVH48-20_int-20_MER48-20
Clade_372,HERVH48-3_int-3_MER48-3
ERV_3646358,ERV_3646358_HERVH48_int_MER48
Clade_373,HERVH48-2_int-2_MER48-2
ERV_1207282,ERV_1207282_HERVH48_int_MER48
ERV_1879786,ERV_1879786_HERVH48_int_MER48
Clade_374,HERVH48-17_int-17_MER48-17
Clade_375,HERVH48-14_int-14_MER48-14
Clade_376,HERVH48-10_int-10_MER48-10
Clade_377,HERVH48-5_int-5_MER48-5
ERV_3991586,ERV_3991586_HERVH48_int_MER48
Clade_378,HERVH48-4_int-4_MER48-4
Clade_379,HERVH48-2_int-2_MER48-2
ERV_4248654,ERV_4248654_HERVH48_int_MER48
ERV_2828581,ERV_2828581_HERVH48_int_MER48
Clade_380,HERVH48-2_int-2_MER48-2
ERV_2202308,ERV_2202308_HERVH48_int_MER48
ERV_1171165,ERV_1171165_HERVH48_int_MER48
Clade_381,HERVH48-5_int-5_MER48-5
Clade_382,HERVH48-2_int-2_MER48-2
ERV_2804864,ERV_2804864_HERVH48_int_MER48
ERV_2166389,ERV_2166389_HERVH48_int_MER48
Clade_383,HERVH48-3_int-3_MER48-3
ERV_3579029,ERV_3579029_HERVH48_int_MER48
Clade_384,HERVH48-2_int-2_MER48-2
ERV_1727940,ERV_1727940_HERVH48_int_MER48
ERV_4294165,ERV_4294165_HERVH48_int_MER48
Clade_385,HERVH48-4_int-4_MER48-4
ERV_2994779,ERV_2994779_HERVH48_int_MER48
Clade_386,HERVH48-3_int-3_MER48-3
ERV_3912286,ERV_3912286_HERVH48_int_MER48
Clade_387,HERVH48-2_int-2_MER48-2
ERV_2846008,ERV_2846008_HERVH48_int_MER48
ERV_2846057,ERV_2846057_HERVH48_int_MER48
Clade_388,HERVH48-3_int-3_MER48-3
ERV_3532913,ERV_3532913_HERVH48_int_MER48
Clade_389,HERVH48-2_int-2_MER48-2
ERV_2698804,ERV_2698804_HERVH48_int_MER48
ERV_4368604,ERV_4368604_HERVH48_int_MER48
Clade_390,MER84-7_int-7_HERVK22-2
ERV_2763825,ERV_2763825_MER84_int
Clade_391,MER84-6_int-6_HERVK22-2
ERV_2115723,ERV_2115723_MER84_int_MER84
Clade_392,MER84-4_int-5_HERVK22-2
ERV_2726571,ERV_2726571_MER84_int_MER84
Clade_393,MER84-2_int-4_HERVK22-2
ERV_4412839,ERV_4412839_MER84_int
Clade_394,MER84-1_int-3_HERVK22-2
ERV_4447491,ERV_4447491_MER84_int
Clade_395,HERVK22-2_int-2
ERV_4256526,ERV_4256526_HERVK22_int
ERV_4366532,ERV_4366532_HERVK22_int
Clade_396,LTR14C-1_HERVK14C-1_int-53_HERVL32-2_LTR32-2_LTR53-1_ERVL47-3_LTR47B4-1_LTR47B3-1_LTR47B2-1_LTR57-16_MER70-1_MER70C-1_HERV3-1_LTR76-1_HERVL18-36_LTR18A-23_LTR18C-8_LTR18B-5
