clade_or_herv,elements_within_herv_or_clade
ERV_1993384,ERV_1993384_HERV9NC_int
ERV_4279309,ERV_4279309_HERV9NC_int
Clade_731,HERV9NC-1_int-5_LTR12D-1_LTR12-3_HERV9N-3_-2_HERV9-1
ERV_3788553,ERV_3788553_HERV9NC_int_LTR12D
Clade_732,LTR12-3_HERV9N-3_int-4_-2_HERV9-1
Clade_733,LTR12-2_HERV9N-2_int-2_-1
ERV_2380116,ERV_2380116_LTR12_HERV9N_int
ERV_4385332,ERV_4385332_LTR12__HERV9N_int
Clade_734,HERV9-1_int-2_LTR12-1_-1_HERV9N-1
ERV_1123990,ERV_1123990_HERV9_int
ERV_2073219,ERV_2073219_LTR12__HERV9N_int
Clade_735,HERVL-1_int-42_MLT2A2-1_HERV9NC-40_LTR12C-35_LTR12D-3_HERV9-1
Clade_736,HERVL-1_int-32_MLT2A2-1_HERV9NC-31_LTR12C-29_LTR12D-1
Clade_737,HERVL-1_int-6_MLT2A2-1_HERV9NC-5_LTR12C-4_LTR12D-1
Clade_738,HERVL-1_int-3_MLT2A2-1_HERV9NC-2_LTR12C-1
ERV_2941078,ERV_2941078_HERV9NC_int_LTR12C
Clade_739,HERVL-1_int-2_MLT2A2-1_HERV9NC-1
ERV_1113447,ERV_1113447_HERVL_int_MLT2A2
ERV_1191596,ERV_1191596_HERV9NC_int
Clade_740,LTR12C-3_HERV9NC-3_int-3_LTR12D-1
ERV_2622854,ERV_2622854_LTR12C_LTR12D_HERV9NC_int
Clade_741,LTR12C-2_HERV9NC-2_int-2
ERV_3836784,ERV_3836784_LTR12C_HERV9NC_int
ERV_1618462,ERV_1618462_LTR12C_HERV9NC_int
Clade_742,LTR12C-25_HERV9NC-26_int-26
Clade_743,LTR12C-1_HERV9NC-2_int-2
ERV_3472848,ERV_3472848_LTR12C_HERV9NC_int
ERV_1045692,ERV_1045692_HERV9NC_int
Clade_744,LTR12C-24_HERV9NC-24_int-24
Clade_745,LTR12C-8_HERV9NC-8_int-8
ERV_2137567,ERV_2137567_HERV9NC_int_LTR12C
Clade_746,LTR12C-7_HERV9NC-7_int-7
ERV_2838000,ERV_2838000_LTR12C_HERV9NC_int
Clade_747,LTR12C-6_HERV9NC-6_int-6
ERV_1835878,ERV_1835878_LTR12C_HERV9NC_int
Clade_748,LTR12C-5_HERV9NC-5_int-5
ERV_4390370,ERV_4390370_LTR12C_HERV9NC_int
Clade_749,LTR12C-4_HERV9NC-4_int-4
ERV_4446332,ERV_4446332_LTR12C_HERV9NC_int
Clade_750,LTR12C-3_HERV9NC-3_int-3
ERV_4432136,ERV_4432136_LTR12C_HERV9NC_int
Clade_751,LTR12C-2_HERV9NC-2_int-2
ERV_4445472,ERV_4445472_LTR12C_HERV9NC_int
ERV_4431023,ERV_4431023_LTR12C_HERV9NC_int
Clade_752,LTR12C-16_HERV9NC-16_int-16
Clade_753,LTR12C-2_HERV9NC-2_int-2
ERV_2962116,ERV_2962116_LTR12C_HERV9NC_int
ERV_4425327,ERV_4425327_LTR12C_HERV9NC_int
Clade_754,LTR12C-14_HERV9NC-14_int-14
ERV_1062055,ERV_1062055_LTR12C_HERV9NC_int
Clade_755,LTR12C-13_HERV9NC-13_int-13
Clade_756,LTR12C-10_HERV9NC-10_int-10
ERV_4410309,ERV_4410309_LTR12C_HERV9NC_int
Clade_757,LTR12C-9_HERV9NC-9_int-9
ERV_3468639,ERV_3468639_LTR12C_HERV9NC_int
Clade_758,LTR12C-8_HERV9NC-8_int-8
Clade_759,LTR12C-2_HERV9NC-2_int-2
ERV_1061899,ERV_1061899_LTR12C_HERV9NC_int
ERV_1951461,ERV_1951461_LTR12C_HERV9NC_int
Clade_760,LTR12C-6_HERV9NC-6_int-6
Clade_761,LTR12C-3_HERV9NC-3_int-3
ERV_2081440,ERV_2081440_LTR12C_HERV9NC_int
Clade_762,LTR12C-2_HERV9NC-2_int-2
ERV_3090092,ERV_3090092_LTR12C_HERV9NC_int
ERV_3818659,ERV_3818659_LTR12C_HERV9NC_int
Clade_763,LTR12C-3_HERV9NC-3_int-3
ERV_4424673,ERV_4424673_HERV9NC_int_LTR12C
Clade_764,LTR12C-2_HERV9NC-2_int-2
ERV_2990214,ERV_2990214_LTR12C_HERV9NC_int
ERV_3351783,ERV_3351783_LTR12C_HERV9NC_int
Clade_765,LTR12C-3_HERV9NC-3_int-3
ERV_3783973,ERV_3783973_LTR12C_HERV9NC_int
Clade_766,LTR12C-2_HERV9NC-2_int-2
ERV_2521207,ERV_2521207_LTR12C_HERV9NC_int
ERV_1778833,ERV_1778833_LTR12C_HERV9NC_int
Clade_767,LTR12C-6_HERV9NC-9_int-10_HERV9-1_LTR12D-2
Clade_768,LTR12C-4_HERV9NC-4_int-4
Clade_769,LTR12C-2_HERV9NC-2_int-2
ERV_2985439,ERV_2985439_LTR12C_HERV9NC_int
ERV_3182061,ERV_3182061_LTR12C_HERV9NC_int
Clade_770,LTR12C-2_HERV9NC-2_int-2
ERV_2828531,ERV_2828531_LTR12C_HERV9NC_int
ERV_3950145,ERV_3950145_LTR12C_HERV9NC_int
Clade_771,HERV9-1_int-6_LTR12C-2_LTR12D-2_HERV9NC-5
Clade_772,HERV9-1_int-2_LTR12C-1_LTR12D-1_HERV9NC-1
ERV_3476571,ERV_3476571_HERV9_int
ERV_2723463,ERV_2723463_LTR12C_LTR12D_HERV9NC_int
Clade_773,HERV9NC-4_int-4_LTR12D-1_LTR12C-1
Clade_774,HERV9NC-2_int-2_LTR12D-1
ERV_3221772,ERV_3221772_HERV9NC_int_LTR12D
ERV_3265598,ERV_3265598_HERV9NC_int
Clade_775,LTR12C-1_HERV9NC-2_int-2
ERV_2838099,ERV_2838099_LTR12C_HERV9NC_int
ERV_3087033,ERV_3087033_HERV9NC_int
Clade_776,HERV9N-1_int-4_HERV9-3_LTR12F-2
ERV_4366345,ERV_4366345_HERV9_int
Clade_777,HERV9N-1_int-3_HERV9-2_LTR12F-2
ERV_2666385,ERV_2666385_HERV9N_int
Clade_778,HERV9-2_int-2_LTR12F-2
ERV_2968139,ERV_2968139_HERV9_int_LTR12F
ERV_3852897,ERV_3852897_HERV9_int_LTR12F
Clade_779,HERV30-17_int-20_LTR30-14_HERV17-3
Clade_780,HERV30-15_int-18_LTR30-14_HERV17-3
Clade_781,HERV30-1_int-4_LTR30-1_HERV17-3
ERV_2763245,ERV_2763245_HERV30_int_LTR30
Clade_782,HERV17-3_int-3
ERV_1143736,ERV_1143736_HERV17_int
Clade_783,HERV17-2_int-2
ERV_3996248,ERV_3996248_HERV17_int
ERV_2592730,ERV_2592730_HERV17_int
Clade_784,HERV30-14_int-14_LTR30-13
Clade_785,HERV30-3_int-3_LTR30-3
ERV_3513039,ERV_3513039_HERV30_int_LTR30
Clade_786,HERV30-2_int-2_LTR30-2
ERV_4426298,ERV_4426298_HERV30_int_LTR30
ERV_4442510,ERV_4442510_HERV30_int_LTR30
Clade_787,HERV30-11_int-11_LTR30-10
ERV_3982838,ERV_3982838_HERV30_int
Clade_788,HERV30-10_int-10_LTR30-10
Clade_789,HERV30-8_int-8_LTR30-8
ERV_4443199,ERV_4443199_HERV30_int_LTR30
Clade_790,HERV30-7_int-7_LTR30-7
Clade_791,HERV30-4_int-4_LTR30-4
ERV_2846126,ERV_2846126_HERV30_int_LTR30
Clade_792,HERV30-3_int-3_LTR30-3
ERV_2846529,ERV_2846529_HERV30_int_LTR30
Clade_793,HERV30-2_int-2_LTR30-2
ERV_2846455,ERV_2846455_HERV30_int_LTR30
ERV_2986403,ERV_2986403_HERV30_int_LTR30
Clade_794,HERV30-3_int-3_LTR30-3
ERV_2624528,ERV_2624528_HERV30_int_LTR30
Clade_795,HERV30-2_int-2_LTR30-2
ERV_2564749,ERV_2564749_HERV30_int_LTR30
ERV_1575878,ERV_1575878_HERV30_int_LTR30
Clade_796,HERV30-2_int-2_LTR30-2
ERV_4444210,ERV_4444210_HERV30_int_LTR30
ERV_2720690,ERV_2720690_HERV30_int_LTR30
Clade_797,HERV30-2_int-2
ERV_1819438,ERV_1819438_HERV30_int
ERV_3231150,ERV_3231150_HERV30_int
Clade_798,LTR27E-8_MER52-52_int-97_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-42_P3-42_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-2_MER66A-1_MER66-1
Clade_799,LTR27E-8_MER52-51_int-94_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-41_P3-41_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-2
Clade_800,LTR27E-8_MER52-51_int-92_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-40_P3-40_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-1
ERV_4423410,ERV_4423410_HUERS_P3_int
Clade_801,LTR27E-8_MER52-51_int-91_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-39_P3-39_LTR9D-3_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-1
Clade_802,LTR27E-8_MER52-48_int-49_LTR27D-8_LTR28B-4_LTR1D1-6_LTR28C-4_HUERS-1_P3-1
Clade_803,LTR27E-8_MER52-44_int-44_LTR27D-7_LTR28B-4_LTR1D1-6_LTR28C-2
Clade_804,LTR27E-3_MER52-7_int-7_LTR27D-2
Clade_805,LTR27E-3_MER52-5_int-5_LTR27D-2
Clade_806,LTR27E-2_MER52-2_int-2
ERV_1096639,ERV_1096639_LTR27E_MER52_int
ERV_3567341,ERV_3567341_LTR27E_MER52_int
Clade_807,LTR27D-2_MER52-3_int-3_LTR27E-1
ERV_2983756,ERV_2983756_LTR27E_MER52_int
Clade_808,LTR27D-2_MER52-2_int-2
ERV_2973573,ERV_2973573_LTR27D_MER52_int
ERV_2879481,ERV_2879481_LTR27D_MER52_int
Clade_809,MER52-2_int-2
ERV_4263742,ERV_4263742_MER52_int
ERV_2566682,ERV_2566682_MER52_int
Clade_810,MER52-37_int-37_LTR27D-5_LTR27E-5_LTR28B-4_LTR1D1-6_LTR28C-2
Clade_811,MER52-22_int-22_LTR27D-2_LTR27E-2_LTR28B-3_LTR1D1-5_LTR28C-1
Clade_812,MER52-17_int-17_LTR27D-2_LTR27E-2_LTR28B-3_LTR1D1-5_LTR28C-1
Clade_813,MER52-5_int-5_LTR27D-2_LTR27E-2
Clade_814,MER52-3_int-3_LTR27D-2
ERV_3552035,ERV_3552035_MER52_int
Clade_815,LTR27D-2_MER52-2_int-2
ERV_2523305,ERV_2523305_LTR27D_MER52_int
ERV_3394143,ERV_3394143_LTR27D_MER52_int
Clade_816,LTR27E-2_MER52-2_int-2
ERV_3101298,ERV_3101298_LTR27E_MER52_int
ERV_2754643,ERV_2754643_LTR27E_MER52_int
Clade_817,LTR28B-3_MER52-12_int-12_LTR1D1-5_LTR28C-1
ERV_1247562,ERV_1247562_MER52_int_LTR28C
Clade_818,LTR28B-3_MER52-11_int-11_LTR1D1-5
ERV_1766909,ERV_1766909_LTR28B_MER52_int
Clade_819,LTR28B-2_MER52-10_int-10_LTR1D1-5
ERV_3221870,ERV_3221870_LTR28B_MER52_int
Clade_820,LTR28B-1_MER52-9_int-9_LTR1D1-5
ERV_4086359,ERV_4086359_LTR28B_MER52_int
Clade_821,LTR1D1-5_MER52-8_int-8
Clade_822,LTR1D1-4_MER52-5_int-5
Clade_823,LTR1D1-2_MER52-3_int-3
ERV_4228575,ERV_4228575_MER52_int
Clade_824,LTR1D1-2_MER52-2_int-2
ERV_2898914,ERV_2898914_LTR1D1_MER52_int
ERV_4384575,ERV_4384575_LTR1D1_MER52_int
Clade_825,LTR1D1-2_MER52-2_int-2
ERV_3382351,ERV_3382351_LTR1D1_MER52_int
ERV_2226806,ERV_2226806_LTR1D1_MER52_int
Clade_826,MER52-3_int-3_LTR1D1-1
ERV_3134892,ERV_3134892_LTR1D1_MER52_int
Clade_827,MER52-2_int-2
ERV_2765629,ERV_2765629_MER52_int
ERV_3554884,ERV_3554884_MER52_int
Clade_828,MER52-5_int-5
Clade_829,MER52-3_int-3
ERV_2315677,ERV_2315677_MER52_int
Clade_830,MER52-2_int-2
ERV_2999012,ERV_2999012_MER52_int
ERV_2763312,ERV_2763312_MER52_int
Clade_831,MER52-2_int-2
ERV_1096137,ERV_1096137_MER52_int
ERV_3013158,ERV_3013158_MER52_int
Clade_832,MER52-15_int-15_LTR28B-1_LTR27E-3_LTR1D1-1_LTR28C-1_LTR27D-3
Clade_833,MER52-11_int-11_LTR28B-1_LTR27E-2_LTR1D1-1_LTR28C-1
ERV_3089825,ERV_3089825_MER52_int
Clade_834,LTR28B-1_MER52-10_int-10_LTR27E-2_LTR1D1-1_LTR28C-1
ERV_2966282,ERV_2966282_LTR27E_MER52_int_LTR28C
Clade_835,LTR28B-1_MER52-9_int-9_LTR27E-1_LTR1D1-1
ERV_3353152,ERV_3353152_MER52_int
Clade_836,LTR28B-1_MER52-8_int-8_LTR27E-1_LTR1D1-1
Clade_837,LTR28B-1_MER52-3_int-3_LTR27E-1
ERV_2397255,ERV_2397255_LTR27E_MER52_int
Clade_838,LTR28B-1_MER52-2_int-2
ERV_4385343,ERV_4385343_LTR28B_MER52_int
ERV_1652260,ERV_1652260_MER52_int
Clade_839,MER52-5_int-5_LTR1D1-1
ERV_1203199,ERV_1203199_LTR1D1_MER52_int
Clade_840,MER52-4_int-4
ERV_2764978,ERV_2764978_MER52_int
Clade_841,MER52-3_int-3
ERV_2619952,ERV_2619952_MER52_int
Clade_842,MER52-2_int-2
ERV_1558036,ERV_1558036_MER52_int
ERV_4349636,ERV_4349636_MER52_int
Clade_843,LTR27D-3_MER52-4_int-4_LTR27E-1
Clade_844,LTR27D-2_MER52-2_int-2
ERV_1451490,ERV_1451490_LTR27D_MER52_int
ERV_2242250,ERV_2242250_LTR27D_MER52_int
Clade_845,LTR27D-1_MER52-2_int-2_LTR27E-1
ERV_4374896,ERV_4374896_LTR27D_MER52_int
ERV_4436621,ERV_4436621_LTR27E_MER52_int
Clade_846,HUERS-1_P3-1_int-5_MER52-4_LTR28C-2_LTR27D-1
ERV_2562668,ERV_2562668_HUERS_P3_int
Clade_847,MER52-4_int-4_LTR28C-2_LTR27D-1
ERV_2005073,ERV_2005073_MER52_int_LTR28C
Clade_848,MER52-3_int-3_LTR28C-1_LTR27D-1
ERV_1987156,ERV_1987156_MER52_int_LTR28C
Clade_849,MER52-2_int-2_LTR27D-1
ERV_2171422,ERV_2171422_MER52_int
ERV_2171742,ERV_2171742_LTR27D_MER52_int
Clade_850,LTR9D-3_HUERS-38_P3-38_int-42_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-1_MER52-3
Clade_851,LTR9D-3_HUERS-35_P3-35_int-36_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-1
Clade_852,LTR9D-3_HUERS-33_P3-33_int-34_LTR9-4_LTR9C-2_LTR9A1-10_LTR25-1
Clade_853,LTR9D-3_HUERS-26_P3-26_int-26_LTR9-4_LTR9C-1_LTR9A1-9
Clade_854,LTR9D-2_HUERS-18_P3-18_int-18_LTR9-1_LTR9C-1_LTR9A1-5
Clade_855,LTR9D-1_HUERS-10_P3-10_int-10_LTR9-1_LTR9C-1
ERV_3986501,ERV_3986501_LTR9D_HUERS_P3_int
Clade_856,LTR9-1_HUERS-9_P3-9_int-9_LTR9C-1
ERV_3359192,ERV_3359192_LTR9_HUERS_P3_int
Clade_857,HUERS-8_P3-8_int-8_LTR9C-1
Clade_858,HUERS-2_P3-2_int-2_LTR9C-1
ERV_2771324,ERV_2771324_HUERS_P3_int
ERV_3266354,ERV_3266354_HUERS_P3_int_LTR9C
Clade_859,HUERS-6_P3-6_int-6
Clade_860,HUERS-3_P3-3_int-3
ERV_4262256,ERV_4262256_HUERS_P3_int
Clade_861,HUERS-2_P3-2_int-2
ERV_3353507,ERV_3353507_HUERS_P3_int
ERV_1824446,ERV_1824446_HUERS_P3_int
Clade_862,HUERS-3_P3-3_int-3
ERV_3513006,ERV_3513006_HUERS_P3_int
Clade_863,HUERS-2_P3-2_int-2
ERV_2252048,ERV_2252048_HUERS_P3_int
ERV_3254504,ERV_3254504_HUERS_P3_int
Clade_864,LTR9D-1_HUERS-8_P3-8_int-8_LTR9A1-5
ERV_4368805,ERV_4368805_LTR9D_HUERS_P3_int
Clade_865,HUERS-7_P3-7_int-7_LTR9A1-5
Clade_866,HUERS-4_P3-4_int-4_LTR9A1-3
ERV_1046829,ERV_1046829_HUERS_P3_int_LTR9A1
Clade_867,HUERS-3_P3-3_int-3_LTR9A1-2
ERV_1982086,ERV_1982086_HUERS_P3_int_LTR9A1
Clade_868,HUERS-2_P3-2_int-2_LTR9A1-1
ERV_4371740,ERV_4371740_HUERS_P3_int_LTR9A1
ERV_1881746,ERV_1881746_HUERS_P3_int
Clade_869,HUERS-3_P3-3_int-3_LTR9A1-2
ERV_3609024,ERV_3609024_HUERS_P3_int
Clade_870,HUERS-2_P3-2_int-2_LTR9A1-2
ERV_2136406,ERV_2136406_HUERS_P3_int_LTR9A1
ERV_1946109,ERV_1946109_HUERS_P3_int_LTR9A1
Clade_871,LTR9D-1_HUERS-8_P3-8_int-8_LTR9-3_LTR9A1-4
Clade_872,LTR9D-1_HUERS-4_P3-4_int-4_LTR9-3
ERV_3831800,ERV_3831800_LTR9D_HUERS_P3_int
Clade_873,LTR9-3_HUERS-3_P3-3_int-3
ERV_4395040,ERV_4395040_LTR9_HUERS_P3_int
Clade_874,LTR9-2_HUERS-2_P3-2_int-2
ERV_2187433,ERV_2187433_LTR9_HUERS_P3_int
ERV_3749050,ERV_3749050_LTR9_HUERS_P3_int
Clade_875,HUERS-4_P3-4_int-4_LTR9A1-4
ERV_3852827,ERV_3852827_HUERS_P3_int_LTR9A1
Clade_876,HUERS-3_P3-3_int-3_LTR9A1-3
ERV_3961347,ERV_3961347_HUERS_P3_int_LTR9A1
Clade_877,HUERS-2_P3-2_int-2_LTR9A1-2
ERV_2211582,ERV_2211582_HUERS_P3_int_LTR9A1
ERV_1893808,ERV_1893808_HUERS_P3_int_LTR9A1
Clade_878,HUERS-7_P3-7_int-8_LTR25-1_LTR9C-1_LTR9A1-1
Clade_879,HUERS-3_P3-3_int-4_LTR25-1
ERV_2927029,ERV_2927029_HUERS_P3_int
Clade_880,LTR25-1_int-3_HUERS-2_P3-2
ERV_2775260,ERV_2775260_LTR25_int
Clade_881,HUERS-2_P3-2_int-2
ERV_2923383,ERV_2923383_HUERS_P3_int
ERV_2403933,ERV_2403933_HUERS_P3_int
Clade_882,HUERS-4_P3-4_int-4_LTR9C-1_LTR9A1-1
Clade_883,HUERS-2_P3-2_int-2_LTR9C-1
ERV_2662045,ERV_2662045_HUERS_P3_int_LTR9C
ERV_2239740,ERV_2239740_HUERS_P3_int
Clade_884,HUERS-2_P3-2_int-2_LTR9A1-1
ERV_2160713,ERV_2160713_HUERS_P3_int
ERV_4371594,ERV_4371594_HUERS_P3_int_LTR9A1
Clade_885,HUERS-2_P3-2_int-2
ERV_1713979,ERV_1713979_HUERS_P3_int
ERV_3264586,ERV_3264586_HUERS_P3_int
Clade_886,HUERS-3_P3-3_int-6_MER52-3
ERV_3723420,ERV_3723420_HUERS_P3_int
Clade_887,HUERS-2_P3-2_int-5_MER52-3
ERV_3969655,ERV_3969655_HUERS_P3_int
Clade_888,HUERS-1_P3-1_int-4_MER52-3
ERV_2119977,ERV_2119977_HUERS_P3_int
Clade_889,MER52-3_int-3
ERV_4439140,ERV_4439140_MER52_int
Clade_890,MER52-2_int-2
ERV_4444855,ERV_4444855_MER52_int
ERV_4429932,ERV_4429932_MER52_int
Clade_891,LTR25-1_int-2_HUERS-1_P3-1
ERV_1794678,ERV_1794678_LTR25_int
ERV_1147395,ERV_1147395_HUERS_P3_int
Clade_892,HUERS-1_P3-1_int-3_MER66A-1_MER66-1_MER52-1
ERV_4444125,ERV_4444125_MER52_int
Clade_893,HUERS-1_P3-1_int-2_MER66A-1_MER66-1
ERV_4429235,ERV_4429235_HUERS_P3_int
ERV_3852819,ERV_3852819_MER66A_MER66_int
Clade_894,HERV4-27_I-36_int-435_MER51E-4_MER51A-12_PRIMA41-30_ERVL-3_E-2_LTR41-1_MER66-6_MER41E-1_MER41C-17_MER57A-12_MER66C-1_MER41D-1_PABL-32_B-32_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-20_Prim-34_HERVFH21-5_LTR21A-4_HERV3-34_LTR4-11_LTR61-5_LTR76-9_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_LTRa-2_B4-1_HERVL32-3_MER70-1_MER70B-1_HERVE-108_a-30_LTR2C-36_LTR32-1_Harlequin-2_MER57C1-1_LTR39-2_HERVIP10F-30_LTR10A-14_MER50-9_MER84-3_MER83A-1_HERVFH19-1_PRIMA4-10_ERV24B-14_HERVIP10B3-17_LTR10B1-4_LTR10G-8_LTR10B2-2_HERVI-9_LTR10D-3_HERVIP10FH-2_LTR10E-1_MER4E-2_MER4B-3_LTR-4_MER101-1_LOR1-1_HERVK22-5_LTR22-4_LTR5-1_Hs-1_HERVK-1_MER110-1_HERVK11D-10_MER11D-10_LTR24B-8_LTR24-7_PRIMAX-1_MER89-2_MER57C2-1
Clade_895,HERV4-26_I-35_int-306_MER51E-4_MER51A-12_PRIMA41-30_ERVL-3_E-2_LTR41-1_MER66-6_MER41E-1_MER41C-17_MER57A-3_MER66C-1_MER41D-1_PABL-32_B-32_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-3_Prim-3_HERVFH21-5_LTR21A-4_HERV3-34_LTR4-11_LTR61-5_LTR76-9_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_LTRa-2_B4-1_HERVL32-3_MER70-1_MER70B-1_HERVE-108_a-30_LTR2C-36_LTR32-1_Harlequin-1_MER57C1-1_LTR39-2_HERVIP10F-1_LTR10A-1_MER50-9_MER84-3_MER83A-1_HERVFH19-1
Clade_896,HERV4-22_I-31_int-291_MER51E-4_MER51A-12_PRIMA41-30_ERVL-3_E-2_LTR41-1_MER66-6_MER41E-1_MER41C-17_MER57A-3_MER66C-1_MER41D-1_PABL-32_B-32_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-3_Prim-3_HERVFH21-5_LTR21A-4_HERV3-34_LTR4-11_LTR61-5_LTR76-9_HERV1-23_LTRe-5_LTR15-12_HERV15-14_LTRc-7_LTRa-2_B4-1_HERVL32-3_MER70-1_MER70B-1_HERVE-108_a-30_LTR2C-36_LTR32-1_Harlequin-1_MER57C1-1_LTR39-2_HERVIP10F-1_LTR10A-1
Clade_897,HERV4-21_I-21_int-88_MER51E-3_MER51A-12_PRIMA41-28_ERVL-1_E-1_LTR41-1_MER66-6_MER41E-1_MER41C-16_MER57A-2_MER66C-1_MER41D-1_PABL-1_B-1_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-1_Prim-1_HERVFH21-5_LTR21A-4
Clade_898,HERV4-21_I-21_int-26_MER51E-3_MER51A-12_PRIMA41-3_ERVL-1_E-1_LTR41-1_MER66-1_MER41E-1
Clade_899,HERV4-21_I-21_int-23_MER51E-3_MER51A-12_PRIMA41-2
Clade_900,HERV4-19_I-19_int-19_MER51E-3_MER51A-12
ERV_1147845,ERV_1147845_HERV4_I_int_MER51E
Clade_901,HERV4-18_I-18_int-18_MER51E-2_MER51A-12
Clade_902,HERV4-12_I-12_int-12_MER51E-2_MER51A-10
Clade_903,HERV4-2_I-2_int-2_MER51E-1_MER51A-1
ERV_1293818,ERV_1293818_HERV4_I_int_MER51E
ERV_2862989,ERV_2862989_HERV4_I_int_MER51A
Clade_904,HERV4-10_I-10_int-10_MER51A-9_MER51E-1
ERV_3787704,ERV_3787704_HERV4_I_int_MER51E
Clade_905,HERV4-9_I-9_int-9_MER51A-9
Clade_906,HERV4-3_I-3_int-3_MER51A-3
ERV_2207818,ERV_2207818_HERV4_I_int_MER51A
Clade_907,HERV4-2_I-2_int-2_MER51A-2
ERV_2319690,ERV_2319690_HERV4_I_int_MER51A
ERV_4031643,ERV_4031643_HERV4_I_int_MER51A
Clade_908,HERV4-6_I-6_int-6_MER51A-6
Clade_909,HERV4-4_I-4_int-4_MER51A-4
Clade_910,HERV4-2_I-2_int-2_MER51A-2
ERV_3139915,ERV_3139915_HERV4_I_int_MER51A
ERV_3360543,ERV_3360543_HERV4_I_int_MER51A
Clade_911,HERV4-2_I-2_int-2_MER51A-2
ERV_1119428,ERV_1119428_HERV4_I_int_MER51A
ERV_4300214,ERV_4300214_HERV4_I_int_MER51A
Clade_912,HERV4-2_I-2_int-2_MER51A-2
ERV_2989235,ERV_2989235_HERV4_I_int_MER51A
ERV_1327402,ERV_1327402_HERV4_I_int_MER51A
Clade_913,HERV4-6_I-6_int-6_MER51A-2
ERV_2979571,ERV_2979571_HERV4_I_int
Clade_914,HERV4-5_I-5_int-5_MER51A-2
ERV_3249038,ERV_3249038_HERV4_I_int
Clade_915,HERV4-4_I-4_int-4_MER51A-2
ERV_3861934,ERV_3861934_HERV4_I_int
Clade_916,HERV4-3_I-3_int-3_MER51A-2
ERV_3985826,ERV_3985826_HERV4_I_int
Clade_917,HERV4-2_I-2_int-2_MER51A-2
ERV_3265683,ERV_3265683_HERV4_I_int_MER51A
ERV_3860985,ERV_3860985_HERV4_I_int_MER51A
Clade_918,HERV4-2_I-2_int-4_PRIMA41-2
Clade_919,HERV4-1_I-1_int-2_PRIMA41-1
ERV_4305165,ERV_4305165_HERV4_I_int
ERV_4305194,ERV_4305194_PRIMA41_int
Clade_920,HERV4-1_I-1_int-2_PRIMA41-1
ERV_4400884,ERV_4400884_HERV4_I_int
ERV_4401048,ERV_4401048_PRIMA41_int
Clade_921,ERVL-1_E-1_int-3_LTR41-1_MER66-1_MER41E-1_PRIMA41-1
ERV_2170294,ERV_2170294_ERVL_E_int_LTR41
Clade_922,MER66-1_int-2_MER41E-1_PRIMA41-1
ERV_1083973,ERV_1083973_MER66_int_MER41E
ERV_4163088,ERV_4163088_PRIMA41_int
Clade_923,MER41C-16_PRIMA41-25_int-62_MER57A-2_MER66-5_MER66C-1_MER41D-1_PABL-1_B-1_HERVS71-23_LTR6A-14_LTR6B-9_ERV24-1_Prim-1_HERVFH21-5_LTR21A-4
Clade_924,MER41C-16_PRIMA41-24_int-31_MER57A-2_MER66-5_MER66C-1_MER41D-1
Clade_925,MER41C-16_PRIMA41-19_int-21_MER57A-2
ERV_4389793,ERV_4389793_PRIMA41_int
Clade_926,MER41C-16_PRIMA41-18_int-20_MER57A-2
Clade_927,MER41C-2_PRIMA41-2_int-4_MER57A-2
ERV_3259840,ERV_3259840_MER41C_PRIMA41_int
Clade_928,MER57A-2_int-3_MER41C-1_PRIMA41-1
ERV_3720342,ERV_3720342_MER41C_PRIMA41_int
Clade_929,MER57A-2_int-2
ERV_1975482,ERV_1975482_MER57A_int
ERV_1975530,ERV_1975530_MER57A_int
Clade_930,MER41C-14_PRIMA41-16_int-16
ERV_4288392,ERV_4288392_MER41C_PRIMA41_int
Clade_931,MER41C-13_PRIMA41-15_int-15
ERV_4369299,ERV_4369299_MER41C_PRIMA41_int
Clade_932,MER41C-12_PRIMA41-14_int-14
ERV_3708514,ERV_3708514_MER41C_PRIMA41_int
Clade_933,MER41C-11_PRIMA41-13_int-13
ERV_2280972,ERV_2280972_MER41C_PRIMA41_int
Clade_934,PRIMA41-12_int-12_MER41C-10
Clade_935,PRIMA41-2_int-2_MER41C-1
ERV_2321752,ERV_2321752_PRIMA41_int
ERV_1824033,ERV_1824033_MER41C_PRIMA41_int
Clade_936,MER41C-9_PRIMA41-10_int-10
Clade_937,MER41C-7_PRIMA41-8_int-8
Clade_938,MER41C-5_PRIMA41-6_int-6
