,Method,FPR
810,TELEscope,1.3041438578289853e-05
811,TELEscope,1.1855993815913625e-06
812,TELEscope,1.5321375425407563e-05
813,TELEscope,4.441245693724401e-05
814,TELEscope,3.6479891144004824e-06
815,TELEscope,2.097596992884951e-06
816,TELEscope,9.120005223938992e-08
817,TELEscope,1.824000878438823e-07
818,TELEscope,1.1855993815913625e-06
819,TELEscope,8.207998712985802e-07
820,TELEscope,7.478349039538305e-06
821,TELEscope,4.377583743405011e-06
822,TELEscope,7.295999521382431e-07
823,TELEscope,6.384000163430405e-07
824,TELEscope,6.384000163430405e-07
825,TELEscope,6.2015656582100114e-06
826,TELEscope,5.927968795172262e-06
827,TELEscope,1.3132636251785104e-05
828,TELEscope,1.3679821943437584e-05
829,TELEscope,9.120005223938992e-08
830,TELEscope,3.2831914006650834e-06
831,TELEscope,3.921587225037455e-06
832,TELEscope,2.736001068134817e-07
833,TELEscope,3.6479891144004824e-06
834,TELEscope,2.9183934207738723e-06
835,TELEscope,9.120005223938992e-08
836,TELEscope,9.120005223938992e-08
837,TELEscope,2.097596992884951e-06
838,TELEscope,3.374390854051029e-06
839,TELEscope,1.5047783552681379e-05
840,TELEscope,0.0
841,TELEscope,2.735994331019746e-06
842,TELEscope,1.4865388887693172e-05
843,TELEscope,2.736001068134817e-07
844,TELEscope,1.4682994156168325e-05
845,TELEscope,5.654371782423057e-06
846,TELEscope,0.0019714988260661997
847,TELEscope,3.6480010914819266e-07
848,TELEscope,0.0019830354760104313
849,TELEscope,2.9183934207738723e-06
850,TELEscope,3.6480010914819266e-07
851,TELEscope,2.188796662522849e-06
852,TELEscope,1.0031996597146755e-06
853,TELEscope,4.560000948480197e-07
854,TELEscope,0.00010286308640508377
855,TELEscope,3.374288378540438e-05
856,TELEscope,2.279996315525954e-06
857,TELEscope,3.6480010914819266e-07
858,TELEscope,6.2015656582100114e-06
859,TELEscope,1.3771019500493203e-05
860,TELEscope,6.566361242709401e-06
861,TELEscope,7.660746399289593e-06
862,TELEscope,0.0
863,TELEscope,2.407623630789457e-05
864,TELEscope,7.113554120421345e-06
865,TELEscope,1.4591988396450828e-06
866,TELEscope,2.544416947312512e-05
867,TELEscope,3.6480010914819266e-07
868,TELEscope,5.289575532539417e-06
869,TELEscope,1.1582273540104579e-05
870,TELEscope,0.0
871,TELEscope,5.289575532539417e-06
872,TELEscope,5.472000639129674e-07
873,TELEscope,2.279996315525954e-06
874,TELEscope,3.6480010914819266e-07
875,TELEscope,6.493022690834451e-05
876,TELEscope,4.650986761558956e-05
877,TELEscope,1.2585449961299742e-05
878,TELEscope,4.560000948480197e-07
879,TELEscope,7.386659237450545e-05
880,TELEscope,6.9311565610556e-06
881,TELEscope,6.384000163430405e-07
882,TELEscope,3.6479891144004824e-06
883,TELEscope,1.824000878438823e-07
884,TELEscope,0.0
885,TELEscope,1.4865388887693172e-05
886,TELEscope,1.9151976037047583e-06
887,TELEscope,9.120005223938992e-08
888,TELEscope,1.751010501776683e-05
889,TELEscope,3.1007924439889726e-06
890,TELEscope,9.11999773824056e-07
891,TELEscope,4.286384473000885e-06
892,TELEscope,9.120005223938992e-08
893,TELEscope,0.00010441316608988652
894,TELEscope,2.735994331019746e-06
895,TELEscope,1.0943887496836533e-05
896,TELEscope,6.748758935151631e-06
897,TELEscope,0.0
898,TELEscope,2.736001068134817e-07
899,TELEscope,0.00011070461664696507
900,TELEscope,4.103985882288565e-06
901,TELEscope,4.560000948480197e-07
902,TELEscope,2.736001068134817e-07
903,TELEscope,9.575914659448556e-06
904,TELEscope,3.6480010914819266e-07
905,TELEscope,7.751945054213455e-06
906,TELEscope,7.5695477277312115e-06
907,TELEscope,1.1855993815913625e-06
908,TELEscope,1.0123104243532339e-05
909,TELEscope,2.9183934207738723e-06
910,TELEscope,0.0
911,TELEscope,1.824000878438823e-07
912,TELEscope,2.772404976503412e-05
913,TELEscope,2.736001068134817e-07
914,TELEscope,3.6480010914819266e-07
915,TELEscope,0.0
916,TELEscope,2.736001068134817e-07
917,TELEscope,1.824000878438823e-07
