,Method,FNR
772,TELEscope,0.16011673151750971
773,TELEscope,0.03076923076923077
774,TELEscope,0.16047326906222611
775,TELEscope,0.0
776,TELEscope,0.0628997867803838
777,TELEscope,0.03333333333333333
778,TELEscope,0.045454545454545456
779,TELEscope,0.0
780,TELEscope,0.05
781,TELEscope,0.0
782,TELEscope,0.025
783,TELEscope,0.3651685393258427
784,TELEscope,0.0
785,TELEscope,1.0
786,TELEscope,0.17566732699862336
787,TELEscope,0.0
788,TELEscope,0.14147727272727273
789,TELEscope,0.05512595196250732
790,TELEscope,0.01875
791,TELEscope,0.5888888888888889
792,TELEscope,1.0
793,TELEscope,0.0
794,TELEscope,0.0
795,TELEscope,0.061764705882352944
796,TELEscope,0.0
797,TELEscope,0.1339262302246307
798,TELEscope,0.0
799,TELEscope,0.0
800,TELEscope,0.0
801,TELEscope,0.35668016194331986
802,TELEscope,0.0
803,TELEscope,0.0
804,TELEscope,0.0
805,TELEscope,0.0
806,TELEscope,0.0
807,TELEscope,0.225
808,TELEscope,0.0
809,TELEscope,0.05126400833984884
810,TELEscope,0.0
811,TELEscope,0.0
812,TELEscope,0.1011764705882353
813,TELEscope,0.0
814,TELEscope,0.01139240506329114
815,TELEscope,0.975
816,TELEscope,0.13
817,TELEscope,0.04285714285714286
818,TELEscope,0.0
819,TELEscope,0.02
820,TELEscope,0.0
821,TELEscope,0.85
822,TELEscope,0.0
823,TELEscope,0.0
824,TELEscope,0.03636363636363636
825,TELEscope,0.0
826,TELEscope,0.0
827,TELEscope,0.0
828,TELEscope,0.0
829,TELEscope,0.015384615384615385
830,TELEscope,0.0
831,TELEscope,0.00625
832,TELEscope,0.02608695652173913
833,TELEscope,0.010144927536231883
834,TELEscope,0.02619047619047619
835,TELEscope,0.025
836,TELEscope,0.0
837,TELEscope,0.65
838,TELEscope,0.0
839,TELEscope,0.37745358090185677
840,TELEscope,0.0625
841,TELEscope,0.0
842,TELEscope,0.1388663967611336
843,TELEscope,0.016666666666666666
844,TELEscope,0.15736842105263157
845,TELEscope,0.0
846,TELEscope,0.1324182447408329
847,TELEscope,0.072
848,TELEscope,0.142646896500975
849,TELEscope,0.03457943925233645
850,TELEscope,0.01764705882352941
851,TELEscope,0.12173913043478261
852,TELEscope,0.0
853,TELEscope,0.05
854,TELEscope,0.05088877602844083
855,TELEscope,0.0
856,TELEscope,0.0
857,TELEscope,0.0
858,TELEscope,0.8310344827586207
859,TELEscope,0.0
860,TELEscope,0.0
861,TELEscope,0.6456221198156682
862,TELEscope,0.4888888888888889
863,TELEscope,0.0
864,TELEscope,0.0
865,TELEscope,0.04375
866,TELEscope,0.0424860853432282
867,TELEscope,0.16666666666666666
868,TELEscope,0.04049079754601227
869,TELEscope,0.08829787234042553
870,TELEscope,0.08
871,TELEscope,0.0
872,TELEscope,0.00909090909090909
873,TELEscope,0.01282051282051282
874,TELEscope,0.05
875,TELEscope,0.058833619210977704
876,TELEscope,0.14955947136563877
877,TELEscope,0.538235294117647
878,TELEscope,0.08
879,TELEscope,0.0561458660798491
880,TELEscope,0.0022727272727272726
881,TELEscope,0.0
882,TELEscope,0.0
883,TELEscope,0.1
884,TELEscope,0.0
885,TELEscope,0.10780780780780781
886,TELEscope,0.0
887,TELEscope,0.08181818181818182
888,TELEscope,0.0
889,TELEscope,0.0
890,TELEscope,0.016666666666666666
891,TELEscope,0.0
892,TELEscope,0.14
893,TELEscope,0.05307114449845338
894,TELEscope,0.3352941176470588
895,TELEscope,0.0
896,TELEscope,0.0
897,TELEscope,1.0
898,TELEscope,0.05333333333333334
899,TELEscope,0.1725
900,TELEscope,0.025925925925925925
901,TELEscope,0.02857142857142857
902,TELEscope,0.38333333333333336
903,TELEscope,0.0
904,TELEscope,0.07777777777777778
905,TELEscope,0.0
906,TELEscope,0.0
907,TELEscope,0.0
908,TELEscope,0.0
909,TELEscope,0.03007518796992481
910,TELEscope,0.15333333333333332
911,TELEscope,0.01935483870967742
912,TELEscope,0.04339035769828927
913,TELEscope,0.01818181818181818
914,TELEscope,0.061764705882352944
915,TELEscope,0.0
916,TELEscope,0.35
917,TELEscope,0.05
